,SERIALNO,PUMA,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BATH,BDSP,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,INSP,MHP,MRGI,MRGP,MRGT,MRGX,REFR,RMSP,RNTM,RNTP,RWAT,RWATPR,SINK,SMP,STOV,TEL,TEN,TOIL,VACS,VALP,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT
9517,2013001161156,300,1030392,1038170,5,1,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,130.0,2.0,3800.0,3.0,4.0,3600.0,,2.0,2900.0,2.0,1.0,1.0,6.0,,,1.0,9.0,1.0,230.0,1.0,1.0,1.0,1.0,,875000.0,2.0,930.0,7.0,,,,,,1.0,4.0,160000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4663.0,2.0,0.0,1.0,66.0,,,
9518,2013001161995,201,1030392,1038170,21,1,1,1.0,,1.0,2.0,2.0,2.0,0.0,60.0,2.0,2.0,110.0,1.0,1200.0,,,,,3.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,200000.0,0.0,900.0,4.0,,,,,,1.0,6.0,8100.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,,0.0,0.0,0.0,76.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,512.0,,0.0,1.0,32.0,,,
9519,2013001162306,101,1030392,1038170,26,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,300.0,2.0,680.0,3.0,4.0,800.0,,1.0,700.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,325000.0,2.0,950.0,7.0,1.0,102100.0,2.0,,,1.0,1.0,102100.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,0.0,0.0,2.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1136.0,3.0,0.0,1.0,64.0,2.0,4.0,1.0
9520,2013001162776,201,1030392,1038170,18,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,90.0,2.0,3000.0,3.0,6.0,660.0,,2.0,1400.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,350000.0,1.0,500.0,4.0,,,,,,1.0,6.0,36100.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,0.0,0.0,61.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1837.0,3.0,0.0,1.0,63.0,,,
9521,2013001163224,102,1030392,1038170,12,1,1,2.0,1.0,1.0,1.0,2.0,2.0,0.0,50.0,2.0,1500.0,3.0,4.0,1300.0,,,,,3.0,1.0,4.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,256000.0,2.0,200.0,5.0,,,,,,1.0,4.0,60000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,633.0,,0.0,1.0,52.0,,,
9522,2013001163397,104,1030392,1038170,7,1,1,1.0,,1.0,4.0,2.0,2.0,0.0,30.0,2.0,2.0,200.0,1.0,500.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,200000.0,1.0,600.0,4.0,,,,,,1.0,6.0,13200.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,52.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,572.0,,0.0,1.0,41.0,,,
9524,2013001163804,400,1030392,1038170,20,0,1,1.0,,1.0,3.0,2.0,2.0,,,,,,,,,,,,,1.0,8.0,,,1.0,9.0,1.0,,1.0,,,1.0,5.0,,,,8.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,0.0,0.0,,,,
9529,2013001166412,201,1030392,1038170,13,2,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,180.0,2.0,2.0,110.0,1.0,550.0,,2.0,600.0,2.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,300000.0,2.0,1200.0,6.0,1.0,130600.0,4.0,,,1.0,1.0,130600.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,1536.0,3.0,0.0,1.0,64.0,2.0,4.0,1.0
9530,2013001166812,201,1030392,1038170,13,1,1,1.0,,1.0,2.0,2.0,2.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,1.0,6.0,2.0,500.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,1.0,1.0,,,,500.0,57.0,1.0,6.0,10600.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,,,,
9531,2013001167570,102,1030392,1038170,14,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,120.0,1.0,2.0,200.0,1.0,700.0,,1.0,1100.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,150000.0,4.0,550.0,3.0,7.0,107000.0,2.0,,,1.0,3.0,107000.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,5.0,0.0,4.0,0.0,0.0,1.0,16.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1466.0,3.0,0.0,1.0,39.0,3.0,13.0,13.0
9533,2013001167800,104,1030392,1038170,11,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,150.0,2.0,320.0,300.0,1.0,1000.0,,2.0,1000.0,2.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,2.0,1.0,1.0,,225000.0,3.0,50.0,5.0,3.0,149240.0,4.0,,,1.0,1.0,149240.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2064.0,3.0,0.0,1.0,64.0,1.0,7.0,7.0
9534,2013001167826,201,1030392,1038170,22,1,1,1.0,,1.0,4.0,2.0,2.0,0.0,20.0,2.0,2.0,3.0,4.0,3200.0,,,,,3.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,250000.0,1.0,2.0,4.0,,,,,,1.0,6.0,13600.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,33.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,370.0,,0.0,1.0,22.0,,,
9536,2013001168024,101,1030392,1038170,13,2,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,200.0,2.0,2.0,3.0,6.0,0.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,2.0,2.0,1.0,,197000.0,1.0,2.0,1.0,4.0,12900.0,4.0,,,1.0,1.0,12900.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,200.0,,0.0,1.0,1.0,0.0,9.0,9.0
9538,2013001168277,103,1030392,1038170,4,5,1,1.0,,1.0,4.0,2.0,2.0,,110.0,1.0,2.0,110.0,1.0,,,,,,,1.0,6.0,2.0,840.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,2.0,30.0,6.0,8.0,27900.0,2.0,1063.0,46.0,1.0,3.0,27900.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,0.0,5.0,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,3.0,,,1.0,0.0,,1.0,15.0,15.0
9539,2013001168345,300,1030392,1038170,7,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,100.0,2.0,220.0,90.0,1.0,270.0,,1.0,260.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,400.0,2.0,400.0,4.0,1.0,162500.0,2.0,,,1.0,1.0,162500.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,501.0,3.0,0.0,1.0,5.0,3.0,5.0,1.0
9540,2013001168553,101,1030392,1038170,8,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,80.0,2.0,2.0,3.0,4.0,270.0,,2.0,10.0,2.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,110.0,1.0,80.0,1.0,,,,,,2.0,4.0,27700.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,137.0,3.0,0.0,1.0,5.0,,,
9541,2013001169500,300,1030392,1038170,11,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,510.0,2.0,3000.0,3.0,4.0,780.0,,1.0,1200.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,500.0,1.0,1.0,1.0,1.0,,200000.0,2.0,1000.0,3.0,1.0,75650.0,2.0,,,1.0,1.0,75650.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,0.0,0.0,2.0,40.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2543.0,2.0,0.0,1.0,51.0,2.0,1.0,1.0
9542,2013001169774,300,1030392,1038170,20,1,1,1.0,,1.0,1.0,2.0,2.0,,180.0,2.0,100.0,100.0,4.0,,,,,,,1.0,2.0,2.0,900.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,2.0,180.0,2.0,,,,1203.0,24.0,1.0,4.0,60000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,,,,
9545,2013001170175,101,1030392,1038170,21,1,1,1.0,,1.0,2.0,3.0,2.0,180.0,50.0,2.0,2.0,50.0,1.0,190.0,,2.0,1200.0,2.0,1.0,1.0,3.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,209000.0,1.0,200.0,12.0,,,,,,1.0,6.0,71000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1813.0,3.0,0.0,1.0,48.0,,,
9546,2013001170521,201,1030392,1038170,17,4,1,1.0,,1.0,4.0,2.0,2.0,0.0,50.0,2.0,2.0,100.0,1.0,600.0,,1.0,1400.0,1.0,1.0,1.0,13.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,180000.0,3.0,350.0,5.0,2.0,76800.0,2.0,,,1.0,1.0,76800.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,0.0,0.0,2.0,25.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1579.0,3.0,0.0,1.0,32.0,1.0,7.0,3.0
9547,2013001170610,101,1030392,1038170,13,1,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,70.0,2.0,1700.0,20.0,4.0,1300.0,,1.0,2000.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,285000.0,1.0,2.0,6.0,,,,,,1.0,6.0,126220.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2232.0,3.0,0.0,1.0,62.0,,,
9549,2013001171748,103,1030392,1038170,16,4,1,1.0,,1.0,3.0,3.0,2.0,,50.0,2.0,2.0,50.0,1.0,,,,,,,1.0,5.0,2.0,750.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,2.0,1.0,6.0,7.0,41800.0,1.0,850.0,15.0,2.0,3.0,66800.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,1.0,1.0,,4.0,1.0,0.0,1.0,0.0,0.0,2.0,,,1.0,0.0,,2.0,13.0,13.0
9551,2013001172423,400,1030392,1038170,8,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,130.0,2.0,3500.0,100.0,4.0,6900.0,,2.0,4500.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,2383000.0,1.0,240.0,8.0,,,,,,1.0,4.0,183000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,37.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5617.0,3.0,0.0,1.0,68.0,,,
9552,2013001172484,101,1030392,1038170,29,2,1,1.0,,1.0,3.0,2.0,2.0,,160.0,2.0,2000.0,3.0,4.0,,,,,,,1.0,6.0,2.0,550.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,2.0,550.0,4.0,,89000.0,4.0,923.0,12.0,1.0,1.0,89000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,,1.0,0.0,,2.0,1.0,
9556,2013001173271,201,1030392,1038170,27,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,90.0,1.0,900.0,3.0,4.0,800.0,,2.0,1200.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,190000.0,2.0,450.0,3.0,1.0,45600.0,2.0,,,1.0,1.0,45600.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,3.0,0.0,0.0,1.0,39.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1470.0,3.0,0.0,1.0,47.0,1.0,8.0,5.0
9557,2013001173323,400,1030392,1038170,53,3,1,1.0,,1.0,2.0,2.0,2.0,,90.0,1.0,2800.0,3.0,4.0,,,,,,,1.0,4.0,2.0,1100.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,1.0,2.0,2.0,28800.0,1.0,1423.0,59.0,1.0,1.0,28800.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,,0.0,1.0,0.0,1.0,0.0,0.0,2.0,,,1.0,0.0,,2.0,5.0,3.0
9558,2013001173380,300,1030392,1038170,24,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,110.0,2.0,600.0,3.0,8.0,700.0,,1.0,1600.0,1.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,180000.0,2.0,600.0,3.0,1.0,130000.0,4.0,,,1.0,1.0,130000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1810.0,3.0,0.0,1.0,52.0,2.0,1.0,1.0
9561,2013001174608,102,1030392,1038170,15,0,1,1.0,,1.0,2.0,3.0,2.0,,,,,,,,,,,,,1.0,5.0,,,1.0,9.0,1.0,,1.0,,,1.0,5.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,0.0,0.0,,,,
9562,2013001174650,201,1030392,1038170,13,7,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,200.0,1.0,500.0,3.0,4.0,1800.0,,1.0,850.0,2.0,1.0,1.0,4.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,150000.0,5.0,2.0,7.0,2.0,193800.0,3.0,,,1.0,1.0,193800.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,6.0,1.0,7.0,0.0,0.0,3.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1509.0,3.0,0.0,1.0,62.0,3.0,4.0,3.0
9563,2013001174758,400,1030392,1038170,10,2,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,110.0,2.0,2.0,60.0,1.0,860.0,,1.0,2300.0,1.0,1.0,1.0,9.0,,,1.0,9.0,1.0,700.0,1.0,1.0,1.0,1.0,,335000.0,2.0,260.0,6.0,1.0,217000.0,4.0,,,1.0,1.0,217000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3192.0,2.0,0.0,1.0,62.0,2.0,1.0,1.0
9565,2013001174981,400,1030392,1038170,17,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,100.0,2.0,2.0,170.0,1.0,3800.0,,2.0,1300.0,2.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,750000.0,2.0,1000.0,3.0,1.0,150000.0,2.0,,,3.0,1.0,150000.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,2.0,4.0,0.0,0.0,2.0,22.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2720.0,3.0,0.0,1.0,67.0,2.0,2.0,1.0
9567,2013001175216,102,1030392,1038170,9,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,40.0,2.0,2.0,110.0,1.0,0.0,,1.0,560.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,200000.0,2.0,1500.0,3.0,4.0,18840.0,4.0,,,1.0,1.0,18840.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,53.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,835.0,3.0,0.0,1.0,42.0,0.0,9.0,9.0
9568,2013001175221,400,1030392,1038170,38,2,1,1.0,,1.0,2.0,2.0,2.0,0.0,130.0,2.0,2.0,80.0,1.0,1100.0,,1.0,1300.0,1.0,1.0,1.0,4.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,202000.0,1.0,2500.0,7.0,7.0,64000.0,2.0,,,1.0,3.0,64000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,32.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1718.0,3.0,0.0,1.0,42.0,1.0,13.0,13.0
9569,2013001175398,400,1030392,1038170,12,4,1,1.0,,1.0,4.0,2.0,2.0,0.0,510.0,2.0,2.0,40.0,1.0,1500.0,,1.0,2600.0,1.0,1.0,1.0,9.0,,,1.0,9.0,1.0,500.0,1.0,1.0,1.0,1.0,,600000.0,3.0,500.0,8.0,1.0,454500.0,2.0,,,1.0,1.0,454500.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3692.0,2.0,0.0,1.0,65.0,3.0,4.0,1.0
9571,2013001175632,300,1030392,1038170,28,2,1,1.0,,1.0,4.0,2.0,2.0,0.0,60.0,2.0,2.0,90.0,1.0,1400.0,,,,,3.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,400000.0,2.0,200.0,8.0,3.0,72400.0,4.0,,,1.0,1.0,72400.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,992.0,,0.0,1.0,66.0,1.0,6.0,7.0
9573,2013001175921,101,1030392,1038170,68,2,1,1.0,,1.0,2.0,2.0,2.0,0.0,50.0,2.0,2.0,250.0,1.0,950.0,,1.0,760.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,110000.0,1.0,400.0,4.0,7.0,25000.0,1.0,,,1.0,3.0,25000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,52.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1093.0,3.0,0.0,1.0,51.0,1.0,13.0,13.0
9574,2013001175982,400,1030392,1038170,6,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,220.0,2.0,2.0,3.0,3.0,1400.0,,,,,3.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,450000.0,1.0,280.0,6.0,3.0,42991.0,4.0,,,1.0,1.0,42991.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,727.0,,0.0,1.0,55.0,2.0,2.0,7.0
9576,2013001176613,201,1030392,1038170,10,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,350.0,2.0,2.0,150.0,1.0,1200.0,,1.0,1500.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,225000.0,2.0,1200.0,4.0,1.0,184800.0,1.0,,,1.0,1.0,184800.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,0.0,0.0,2.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2100.0,3.0,0.0,1.0,52.0,2.0,1.0,1.0
9577,2013001176705,400,1030392,1038170,13,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,190.0,2.0,2.0,3.0,3.0,800.0,,2.0,540.0,2.0,1.0,1.0,8.0,,,1.0,9.0,1.0,20.0,1.0,1.0,1.0,1.0,,320000.0,1.0,830.0,5.0,5.0,36200.0,4.0,,,3.0,2.0,36200.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,38.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1153.0,2.0,0.0,1.0,44.0,1.0,11.0,10.0
9578,2013001176884,300,1030392,1038170,18,2,1,1.0,,1.0,2.0,2.0,2.0,0.0,70.0,2.0,1200.0,3.0,4.0,1000.0,,2.0,600.0,2.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,200000.0,3.0,300.0,2.0,4.0,80000.0,4.0,,,1.0,1.0,80000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1328.0,3.0,0.0,1.0,62.0,0.0,9.0,9.0
9579,2013001176892,201,1030392,1038170,14,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,180.0,2.0,2.0,3.0,4.0,1500.0,,,,,3.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,175000.0,1.0,710.0,2.0,4.0,398700.0,4.0,,,1.0,1.0,398700.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,672.0,,0.0,1.0,49.0,0.0,9.0,9.0
9581,2013001177245,300,1030392,1038170,11,3,1,1.0,,1.0,4.0,2.0,2.0,0.0,70.0,2.0,2.0,40.0,1.0,2000.0,,,,,3.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,500000.0,3.0,60.0,7.0,1.0,226000.0,4.0,,,1.0,1.0,226000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,857.0,,0.0,1.0,64.0,3.0,2.0,1.0
9582,2013001177318,400,1030392,1038170,12,4,1,2.0,1.0,1.0,4.0,2.0,2.0,0.0,250.0,2.0,2.0,250.0,1.0,0.0,,1.0,2700.0,1.0,1.0,1.0,10.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,450000.0,3.0,300.0,7.0,1.0,196000.0,3.0,,,2.0,1.0,196000.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,0.0,0.0,2.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3225.0,3.0,0.0,1.0,65.0,2.0,1.0,1.0
9584,2013001177906,201,1030392,1038170,7,3,1,1.0,,1.0,2.0,2.0,2.0,0.0,30.0,2.0,2.0,120.0,1.0,1200.0,,1.0,1200.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,100.0,1.0,1.0,1.0,1.0,,150000.0,2.0,480.0,3.0,3.0,63000.0,1.0,,,1.0,1.0,63000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1490.0,2.0,0.0,1.0,41.0,1.0,6.0,7.0
9585,2013001178065,400,1030392,1038170,12,0,1,1.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,1.0,3.0,,,1.0,9.0,1.0,,1.0,,,1.0,5.0,,,,6.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,3.0,,,0.0,0.0,,,,
9588,2013001178801,400,1030392,1038170,14,0,1,2.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,1.0,4.0,,,1.0,9.0,1.0,,1.0,,,1.0,5.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,0.0,0.0,,,,
9589,2013001179264,102,1030392,1038170,10,1,1,1.0,,1.0,2.0,3.0,2.0,,140.0,2.0,2.0,80.0,1.0,,,,,,,1.0,4.0,2.0,1100.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,1.0,5.0,,,,1320.0,33.0,3.0,6.0,47600.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,1.0,0.0,,,,
9591,2013001179802,201,1030392,1038170,12,4,1,2.0,1.0,1.0,4.0,2.0,2.0,0.0,300.0,2.0,1100.0,3.0,4.0,240.0,,2.0,100.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,2000.0,2.0,300.0,8.0,1.0,100000.0,2.0,,,1.0,1.0,100000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,537.0,3.0,0.0,1.0,5.0,2.0,1.0,1.0
9592,2013001179944,300,1030392,1038170,10,4,1,1.0,,1.0,5.0,2.0,2.0,0.0,110.0,2.0,2.0,180.0,1.0,2000.0,,2.0,2100.0,2.0,1.0,1.0,10.0,,,1.0,9.0,1.0,500.0,1.0,1.0,1.0,1.0,,485000.0,4.0,1000.0,3.0,1.0,209000.0,4.0,,,1.0,1.0,209000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3498.0,1.0,0.0,1.0,55.0,3.0,1.0,1.0
9594,2013001180620,102,1030392,1038170,14,4,1,1.0,,1.0,3.0,2.0,2.0,,300.0,1.0,2.0,1.0,1.0,,,,,,,1.0,5.0,2.0,900.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,1.0,1.0,7.0,22000.0,2.0,1200.0,65.0,3.0,3.0,22000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,0.0,0.0,3.0,,0.0,1.0,0.0,1.0,0.0,0.0,2.0,,,1.0,0.0,,1.0,13.0,13.0
