,SERIALNO,PUMA,ADJHSG,ADJINC,WGTP,NP,TYPE,ACR,AGS,BATH,BDSP,BLD,BUS,CONP,ELEP,FS,FULP,GASP,HFL,INSP,MHP,MRGI,MRGP,MRGT,MRGX,REFR,RMSP,RNTM,RNTP,RWAT,RWATPR,SINK,SMP,STOV,TEL,TEN,TOIL,VACS,VALP,VEH,WATP,YBL,FES,FINCP,FPARC,GRNTP,GRPIP,HHL,HHT,HINCP,HUGCL,HUPAC,HUPAOC,HUPARC,KIT,LNGI,MULTG,MV,NOC,NPF,NPP,NR,NRC,OCPIP,PARTNER,PLM,PSF,R18,R60,R65,RESMODE,SMOCP,SMX,SRNT,SVAL,TAXP,WIF,WKEXREL,WORKSTAT
9432,2013001135038,101,1030392,1038170,8,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,50.0,2.0,2.0,150.0,1.0,0.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,90000.0,2.0,80.0,1.0,3.0,16100.0,2.0,,,1.0,1.0,16100.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,0.0,0.0,1.0,40.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,540.0,,0.0,1.0,52.0,1.0,6.0,7.0
9433,2013001135397,400,1030392,1038170,35,0,1,1.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,1.0,5.0,,,1.0,9.0,1.0,,1.0,,,1.0,4.0,350000.0,,,6.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,0.0,1.0,,,,
9435,2013001135976,101,1030392,1038170,21,1,1,2.0,1.0,1.0,3.0,2.0,2.0,,50.0,2.0,2.0,3.0,4.0,,,,,,,1.0,7.0,2.0,1000.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,1.0,2.0,2.0,,,,1050.0,23.0,1.0,4.0,54000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,,1.0,0.0,,,,
9437,2013001136697,102,1030392,1038170,15,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,60.0,2.0,2.0,60.0,1.0,450.0,,1.0,1900.0,1.0,1.0,1.0,8.0,,,1.0,9.0,1.0,200.0,1.0,1.0,1.0,1.0,,250000.0,2.0,300.0,4.0,1.0,92140.0,2.0,,,3.0,1.0,92140.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,0.0,0.0,1.0,29.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2245.0,1.0,0.0,1.0,47.0,3.0,2.0,1.0
9438,2013001137116,300,1030392,1038170,18,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,250.0,2.0,2.0,3.0,3.0,1000.0,,1.0,950.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,450.0,1.0,1.0,1.0,1.0,,180000.0,4.0,130.0,6.0,1.0,95100.0,4.0,,,1.0,1.0,95100.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1661.0,1.0,0.0,1.0,35.0,3.0,2.0,1.0
9444,2013001138830,201,1030392,1038170,13,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,130.0,2.0,3000.0,3.0,4.0,1300.0,,2.0,980.0,2.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,300000.0,3.0,360.0,4.0,1.0,114000.0,4.0,,,1.0,1.0,114000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2040.0,3.0,0.0,1.0,64.0,3.0,1.0,1.0
9445,2013001138851,300,1030392,1038170,15,5,1,1.0,,1.0,5.0,2.0,2.0,0.0,200.0,2.0,2.0,200.0,1.0,1400.0,,2.0,650.0,2.0,1.0,1.0,12.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,1000000.0,2.0,400.0,1.0,2.0,159000.0,2.0,,,1.0,1.0,159000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,5.0,0.0,0.0,3.0,15.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1950.0,3.0,0.0,1.0,67.0,1.0,7.0,3.0
9448,2013001140772,101,1030392,1038170,12,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,30.0,2.0,1800.0,3.0,4.0,2300.0,,1.0,1500.0,1.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,166000.0,1.0,560.0,2.0,,,,,,1.0,6.0,21900.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,95.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1727.0,3.0,0.0,1.0,30.0,,,
9450,2013001141579,102,1030392,1038170,11,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,280.0,2.0,1800.0,100.0,4.0,1600.0,,1.0,1400.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,200.0,1.0,1.0,1.0,1.0,,200000.0,3.0,700.0,2.0,1.0,40000.0,2.0,,,3.0,1.0,40000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,0.0,0.0,1.0,66.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2188.0,2.0,0.0,1.0,42.0,1.0,6.0,2.0
9451,2013001141612,201,1030392,1038170,17,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,30.0,2.0,3000.0,3.0,5.0,580.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,80000.0,2.0,170.0,3.0,1.0,125000.0,4.0,,,1.0,1.0,125000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,509.0,,0.0,1.0,32.0,2.0,5.0,1.0
9452,2013001141781,400,1030392,1038170,13,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,100.0,2.0,2.0,130.0,1.0,700.0,,2.0,1100.0,1.0,1.0,1.0,9.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,240000.0,2.0,90.0,5.0,2.0,82000.0,2.0,,,1.0,1.0,82000.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,2.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1396.0,3.0,0.0,1.0,50.0,1.0,3.0,3.0
9457,2013001142643,201,1030392,1038170,59,4,1,1.0,,1.0,4.0,2.0,2.0,0.0,380.0,2.0,2.0,100.0,1.0,1000.0,,2.0,3200.0,1.0,1.0,1.0,9.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,375000.0,3.0,1300.0,8.0,1.0,150000.0,2.0,,,1.0,1.0,150000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,0.0,0.0,1.0,31.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3871.0,3.0,0.0,1.0,65.0,3.0,4.0,1.0
9460,2013001143533,300,1030392,1038170,12,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,60.0,2.0,2.0,40.0,1.0,1000.0,,2.0,850.0,2.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,250000.0,1.0,30.0,3.0,,,,,,1.0,6.0,80000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1369.0,3.0,0.0,1.0,52.0,,,
9461,2013001143555,201,1030392,1038170,20,1,1,1.0,,1.0,1.0,3.0,2.0,200.0,50.0,2.0,2.0,3.0,3.0,0.0,,2.0,630.0,1.0,1.0,1.0,4.0,,,1.0,9.0,1.0,80.0,1.0,1.0,1.0,1.0,,95000.0,1.0,1.0,6.0,,,,,,1.0,6.0,30000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,,0.0,0.0,0.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,960.0,2.0,0.0,1.0,28.0,,,
9464,2013001144247,400,1030392,1038170,6,2,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,130.0,2.0,2500.0,3.0,4.0,860.0,,2.0,1000.0,2.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,465000.0,2.0,1000.0,8.0,1.0,38000.0,4.0,,,1.0,1.0,38000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2093.0,3.0,0.0,1.0,65.0,2.0,1.0,1.0
9466,2013001144282,104,1030392,1038170,13,5,1,1.0,,1.0,3.0,2.0,2.0,0.0,140.0,2.0,2.0,40.0,1.0,0.0,,1.0,900.0,1.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,125000.0,5.0,400.0,1.0,1.0,144808.0,2.0,,,1.0,1.0,144808.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,5.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1113.0,3.0,0.0,1.0,36.0,3.0,1.0,1.0
9467,2013001144491,101,1030392,1038170,25,2,1,1.0,,1.0,5.0,2.0,2.0,0.0,90.0,2.0,2.0,110.0,1.0,0.0,,2.0,1500.0,1.0,1.0,1.0,19.0,,,1.0,9.0,1.0,150.0,1.0,1.0,1.0,1.0,,175000.0,3.0,600.0,6.0,1.0,53200.0,4.0,,,1.0,1.0,53200.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,43.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1900.0,2.0,0.0,1.0,42.0,2.0,2.0,1.0
9468,2013001144706,300,1030392,1038170,15,2,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,130.0,2.0,2.0,3.0,7.0,2300.0,,2.0,140.0,2.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,600000.0,2.0,2.0,6.0,1.0,65500.0,4.0,,,1.0,1.0,65500.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,670.0,3.0,0.0,1.0,37.0,2.0,5.0,1.0
9469,2013001144988,201,1030392,1038170,13,1,1,2.0,1.0,1.0,4.0,2.0,2.0,0.0,50.0,2.0,1900.0,3.0,4.0,390.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,400000.0,0.0,90.0,1.0,,,,,,1.0,6.0,3700.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,0.0,0.0,101.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,507.0,,0.0,1.0,42.0,,,
9470,2013001145024,102,1030392,1038170,12,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,100.0,2.0,2600.0,40.0,4.0,1700.0,,1.0,1400.0,1.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,200000.0,2.0,800.0,1.0,1.0,104000.0,4.0,,,1.0,1.0,104000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1824.0,3.0,0.0,1.0,38.0,2.0,1.0,1.0
9472,2013001145529,102,1030392,1038170,6,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,50.0,2.0,2.0,30.0,1.0,800.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,240000.0,1.0,740.0,2.0,,,,,,1.0,6.0,23600.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,,0.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,526.0,,0.0,1.0,49.0,,,
9474,2013001147176,103,1030392,1038170,23,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,90.0,2.0,2.0,110.0,1.0,2000.0,,,,,3.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,350000.0,2.0,600.0,7.0,1.0,151500.0,4.0,,,1.0,1.0,151500.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1000.0,,0.0,1.0,65.0,3.0,4.0,1.0
9477,2013001148220,400,1030392,1038170,14,0,1,2.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,1.0,4.0,,,1.0,9.0,1.0,,1.0,,,1.0,5.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,0.0,0.0,,,,
9479,2013001149058,201,1030392,1038170,22,3,1,1.0,,1.0,4.0,2.0,2.0,0.0,70.0,1.0,1200.0,3.0,4.0,970.0,,2.0,770.0,2.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,225000.0,2.0,700.0,5.0,3.0,73700.0,4.0,,,1.0,1.0,73700.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1437.0,3.0,0.0,1.0,55.0,1.0,8.0,8.0
9480,2013001149175,103,1030392,1038170,41,3,1,1.0,,1.0,2.0,2.0,2.0,0.0,80.0,2.0,3500.0,3.0,4.0,800.0,,1.0,2300.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,300000.0,2.0,600.0,2.0,7.0,70030.0,4.0,,,3.0,3.0,190030.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,17.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,2722.0,3.0,0.0,1.0,57.0,2.0,13.0,13.0
9481,2013001149392,400,1030392,1038170,12,5,1,2.0,1.0,1.0,5.0,2.0,2.0,0.0,150.0,2.0,2.0,210.0,1.0,1300.0,,2.0,2000.0,2.0,1.0,1.0,10.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,800000.0,4.0,160.0,8.0,1.0,69800.0,2.0,,,1.0,1.0,69800.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,5.0,0.0,0.0,2.0,60.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3481.0,3.0,0.0,1.0,68.0,3.0,4.0,1.0
9482,2013001149693,300,1030392,1038170,22,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,100.0,2.0,2.0,180.0,1.0,1400.0,,2.0,1500.0,2.0,1.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,395000.0,2.0,200.0,7.0,1.0,64000.0,2.0,,,1.0,1.0,64000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,0.0,0.0,2.0,45.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2414.0,3.0,0.0,1.0,64.0,2.0,2.0,1.0
9484,2013001150352,104,1030392,1038170,12,1,1,1.0,,1.0,2.0,2.0,2.0,0.0,60.0,2.0,2000.0,10.0,4.0,1000.0,,1.0,1000.0,1.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,150000.0,1.0,150.0,1.0,,,,,,1.0,6.0,80100.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,0.0,,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1250.0,3.0,0.0,1.0,42.0,,,
9486,2013001150725,300,1030392,1038170,18,2,1,2.0,1.0,1.0,4.0,2.0,2.0,0.0,200.0,2.0,2.0,3.0,4.0,2000.0,,2.0,300.0,2.0,1.0,1.0,9.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,600000.0,2.0,2.0,6.0,1.0,255000.0,4.0,,,4.0,1.0,255000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,1500.0,3.0,0.0,1.0,68.0,2.0,1.0,1.0
9487,2013001150886,201,1030392,1038170,10,1,1,1.0,,1.0,0.0,2.0,2.0,,50.0,2.0,2.0,70.0,1.0,,,,,,,1.0,2.0,2.0,800.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,0.0,1.0,3.0,,,,920.0,101.0,1.0,4.0,9200.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,3.0,,,1.0,0.0,,,,
9489,2013001152191,102,1030392,1038170,18,4,1,1.0,,1.0,5.0,2.0,2.0,0.0,100.0,2.0,530.0,3.0,1.0,1300.0,,1.0,1700.0,2.0,1.0,1.0,9.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,320000.0,4.0,180.0,4.0,1.0,170000.0,2.0,,,2.0,1.0,170000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,4.0,0.0,0.0,2.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2126.0,3.0,0.0,1.0,44.0,2.0,1.0,1.0
9490,2013001152310,400,1030392,1038170,14,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,50.0,2.0,2.0,3.0,4.0,1300.0,,2.0,1400.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,250000.0,3.0,500.0,3.0,1.0,45000.0,4.0,,,1.0,1.0,45000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1600.0,3.0,0.0,1.0,35.0,2.0,4.0,1.0
9491,2013001152361,102,1030392,1038170,36,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,100.0,2.0,2.0,190.0,1.0,1400.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,300000.0,1.0,540.0,4.0,,,,,,1.0,6.0,18404.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,,0.0,0.0,0.0,48.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,735.0,,0.0,1.0,46.0,,,
9492,2013001153709,400,1030392,1038170,12,0,1,1.0,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,1.0,5.0,,,1.0,9.0,1.0,,1.0,,,1.0,3.0,300000.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,3.0,,,0.0,1.0,,,,
9494,2013001153820,101,1030392,1038170,84,1,1,1.0,,1.0,2.0,2.0,2.0,0.0,140.0,2.0,60.0,3.0,4.0,1200.0,,2.0,800.0,2.0,1.0,1.0,5.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,150000.0,2.0,450.0,3.0,,,,,,3.0,4.0,55000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,0.0,,0.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1433.0,3.0,0.0,1.0,54.0,,,
9500,2013001155149,102,1030392,1038170,10,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,130.0,1.0,2.0,100.0,1.0,850.0,,1.0,1400.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,150000.0,4.0,2400.0,3.0,2.0,97000.0,4.0,,,3.0,1.0,97000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,4.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1830.0,3.0,0.0,1.0,27.0,3.0,3.0,3.0
9501,2013001155245,400,1030392,1038170,38,6,1,1.0,,1.0,3.0,2.0,2.0,,120.0,1.0,2000.0,3.0,4.0,,,,,,,1.0,5.0,2.0,1800.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,3.0,240.0,6.0,2.0,63000.0,3.0,2107.0,40.0,1.0,1.0,63000.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,4.0,6.0,0.0,0.0,4.0,,0.0,1.0,0.0,1.0,0.0,0.0,2.0,,,1.0,0.0,,1.0,3.0,3.0
9502,2013001155330,104,1030392,1038170,12,1,1,1.0,,1.0,3.0,2.0,2.0,0.0,30.0,2.0,1600.0,20.0,4.0,1500.0,,,,,3.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,200000.0,1.0,150.0,1.0,,,,,,1.0,4.0,13500.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,,0.0,0.0,0.0,57.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,638.0,,0.0,1.0,50.0,,,
9503,2013001155470,300,1030392,1038170,18,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,110.0,2.0,1600.0,3.0,4.0,1200.0,,2.0,400.0,2.0,1.0,1.0,7.0,,,1.0,9.0,1.0,400.0,1.0,1.0,1.0,1.0,,340000.0,2.0,1300.0,5.0,4.0,88000.0,4.0,,,3.0,1.0,88000.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1618.0,2.0,0.0,1.0,56.0,1.0,8.0,9.0
9504,2013001156233,101,1030392,1038170,18,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,100.0,2.0,2.0,3.0,3.0,1300.0,,2.0,460.0,2.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,195000.0,2.0,370.0,5.0,1.0,142440.0,4.0,,,1.0,1.0,142440.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,974.0,3.0,0.0,1.0,45.0,2.0,2.0,1.0
9506,2013001156415,101,1030392,1038170,78,4,1,1.0,,1.0,3.0,2.0,2.0,0.0,100.0,2.0,1500.0,3.0,4.0,600.0,,1.0,1800.0,1.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,210000.0,3.0,300.0,4.0,1.0,131000.0,2.0,,,3.0,1.0,131000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,0.0,0.0,1.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2050.0,3.0,0.0,1.0,52.0,3.0,2.0,1.0
9507,2013001156549,400,1030392,1038170,7,0,1,2.0,,1.0,5.0,2.0,2.0,,,,,,,,,,,,,1.0,8.0,,,1.0,9.0,1.0,,1.0,,,1.0,5.0,,,,8.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,0.0,0.0,,,,
9509,2013001158084,300,1030392,1038170,15,5,1,1.0,,1.0,3.0,2.0,2.0,0.0,50.0,2.0,390.0,3.0,4.0,270.0,,2.0,180.0,2.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,240.0,1.0,290.0,2.0,4.0,203904.0,4.0,,,1.0,1.0,203904.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,311.0,3.0,0.0,1.0,2.0,2.0,9.0,9.0
9510,2013001158300,300,1030392,1038170,20,2,1,1.0,,1.0,4.0,2.0,2.0,0.0,100.0,2.0,1100.0,3.0,4.0,1500.0,,,,,3.0,1.0,8.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,336000.0,2.0,310.0,4.0,3.0,107210.0,4.0,,,1.0,1.0,107210.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,860.0,,0.0,1.0,64.0,2.0,5.0,7.0
9511,2013001158343,201,1030392,1038170,15,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,70.0,2.0,2.0,170.0,1.0,0.0,,2.0,260.0,2.0,1.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,210.0,2.0,550.0,6.0,,,,,,1.0,5.0,45800.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,,0.0,1.0,0.0,15.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,588.0,3.0,0.0,1.0,12.0,,,
9512,2013001159116,300,1030392,1038170,11,2,1,1.0,,1.0,3.0,2.0,2.0,0.0,40.0,2.0,2.0,40.0,1.0,130.0,,,,,3.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,250000.0,1.0,800.0,1.0,8.0,18420.0,4.0,,,1.0,3.0,18420.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,341.0,,0.0,1.0,34.0,1.0,14.0,15.0
9513,2013001159631,400,1030392,1038170,12,0,1,1.0,,1.0,3.0,2.0,2.0,,,,,,,,,,,,,1.0,7.0,,,1.0,9.0,1.0,,1.0,,,1.0,7.0,,,,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,3.0,,,0.0,0.0,,,,
9514,2013001159848,300,1030392,1038170,14,3,1,1.0,,1.0,3.0,2.0,2.0,0.0,110.0,2.0,2.0,3.0,4.0,600.0,,,,,3.0,1.0,6.0,,,1.0,9.0,1.0,,1.0,1.0,2.0,1.0,,250000.0,2.0,70.0,7.0,1.0,109000.0,2.0,,,3.0,1.0,109000.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,3.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,491.0,,0.0,1.0,51.0,2.0,1.0,1.0
9515,2013001159943,101,1030392,1038170,14,3,1,2.0,1.0,1.0,3.0,2.0,2.0,0.0,90.0,2.0,2.0,70.0,1.0,730.0,,2.0,170.0,2.0,1.0,1.0,7.0,,,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,,175000.0,3.0,570.0,6.0,8.0,24300.0,4.0,,,1.0,3.0,24300.0,0.0,4.0,4.0,4.0,1.0,1.0,1.0,6.0,0.0,3.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1014.0,3.0,0.0,1.0,64.0,3.0,14.0,15.0
9516,2013001160772,101,1030392,1038170,14,4,1,2.0,1.0,1.0,2.0,2.0,2.0,,80.0,2.0,1200.0,90.0,4.0,,,,,,,1.0,5.0,2.0,900.0,1.0,9.0,1.0,,1.0,1.0,3.0,1.0,,,2.0,1000.0,6.0,1.0,65000.0,3.0,1253.0,23.0,1.0,1.0,65000.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,2.0,4.0,0.0,0.0,2.0,,0.0,1.0,0.0,1.0,0.0,0.0,3.0,,,1.0,0.0,,2.0,1.0,1.0
